index,entity,frequency
3455,Museo Metropolitano De Arte De Nueva York,27
2007,Feria Del Centro,27
4136,Puerto De Algeciras,27
1073,Castellà,27
1809,Emiratos,27
3026,Luna-25,27
3022,Lumen,27
4922,Tudela De Duero,27
4925,Turespaña,27
184,Alberche,27
3943,Playa Limbo,27
3620,Observatorio De Emancipación,27
763,Bluper,27
225,Alfaguara,27
1772,El Puerto,27
4021,Porriño,27
4044,Pradera,27
2015,Feria Internacional De Turismo De Madrid,27
564,Ayuntamiento De Ponferrada,27
3529,New Hampshire,27
3557,Noroeste,27
1133,Cedillo,27
2334,Grande Boucle,27
3491,Nairobi,27
1738,El Gran Wyoming,27
3897,Phoenix,27
3847,Patraix,27
2795,La Oreja,27
1152,Centro De Congresos Víctor Villegas De Murcia,27
1140,Centenares,27
2353,Guadalmedina,27
3707,Pabú,27
3756,Palau De La Música,27
1202,Chernóbil,27
2082,Fogueres,27
1726,El Celler De Can Roca,27
2556,Interior,27
2575,Isla De Las Tentaciones,27
5281,Área De Obras,27
3345,Miren,26
1525,Dalías,26
890,Caldes De Malavella,26
4438,San Marcos,26
444,Atienza,26
437,At&T Stadium,26
436,Así,26
4367,Sahika,26
851,Buscar,26
3268,Milano,26
948,Campo Y Alma,26
1951,Europa Occidental,26
3417,Mos,26
960,Canal Cocina,26
2158,Galgos,26
3219,Megara,26
4542,Scranton,26
1383,Consejería De Desarrollo Sostenible,26
4321,Rue Del Percebe,26
3460,Museo Sefardí,26
4598,Sierra De Madrid,26
346,Aqualia,26
4605,Sierra Norte,26
3130,Mar Cabrejas,26
4613,Silicon Valley Bank,26
4635,Sivira,26
1866,Estadio De La Cerámica,26
809,Brasilia,26
3067,Madrid Nuevo Norte,26
3060,Madeira,26
4235,Reintegro,26
4705,Surat Thani,26
1656,Down Toledo,26
2998,Los Planetas,26
1996,Feria De Albacete,26
4170,Qin Gang,26
4158,Punta Umbría,26
2943,Lla,26
1595,Diputación De Almería,26
2003,Feria De San Isidro 2026,26
2861,Lanuza,26
2856,Lampedusa,26
4861,Torre Baró,26
1143,Central Nuclear De Santa María De Garoña,26
3704,Oxford,26
1324,Colunga,26
4903,Tribunal Provincial De Samui,26
2027,Festejos,26
1631,Distrito De Usera,26
1167,Centro Nacional De Microbiología,26
2018,Feria Internacional Del Turismo,26
2017,Feria Internacional Del Ajo De Las Pedroñeras,26
4959,Uji,26
4947,Uab,26
3758,Palau Macaya,26
3754,Palau Blaugrana,26
4989,Urano,26
2677,Kensington,26
1299,Cogolludo,26
4035,Portugalete,26
605,Bachillerato,26
700,Belgorod,26
1215,Chinatown,26
1231,Ciempozuelos,26
1632,Distrito De Villaverde,26
103,Aeolus,26
2033,Festival De Cine De Málaga,26
5098,Vilaplana,26
80,Academia De Zaragoza,26
2058,Fidma,26
5253,Zarzuela,26
2060,Fiestas De San Isidro,25
202,Alcarria,25
3691,Osaka,25
720,Benicarló,25
4859,Toro,25
212,Alcázar De Toledo,25
2842,La Zarzuela,25
2530,Inca,25
3855,País Valencià,25
1914,Estafeta,25
403,Arroyo,25
3977,Plenergy,25
2570,Irún,25
3919,Pitingo,25
2870,Larnaca,25
751,Bienestar Social,25
2749,La Fuensanta,25
2763,La Jara,25
1154,Centro De Coordinación De Emergencias,25
2339,Greim,25
4496,Santa Fe,25
3419,Mossos,25
848,Burjassot,25
440,Atarfe,25
5136,Vino,25
4079,Provincia De Cáceres,25
2020,Feria Y Fiestas,25
191,Alcalde De Murcia,25
4937,Tussam,25
4829,Tierra De Campos,25
1496,Curiosity,25
3661,Ontario,25
539,Ayuntamiento De Jaén,25
4799,Tejeda,25
2326,Gran Wyoming,25
1598,Diputación De Castellón,25
3218,Megalópolis,25
2075,Fitero,25
2713,La Albufera,25
2946,Llançà,25
5020,Valdés,25
3618,Obras,25
2994,Los Palacios,25
2996,Los Pedroches,25
518,Ayuntamiento De Calp,25
3934,Playa Condena,25
1344,Compostela,25
3014,Lucena Del Puerto,25
2393,Hall Of Fame,25
4666,Southampton,25
4667,Southport,25
1571,Depresión Aislada,25
3161,Marina Baixa,25
1382,Consejería De Desarrollo Educativo,25
4336,Río,25
3217,Megalodón,25
2494,Huélamo,25
1311,Coliseum Alfonso Pérez,25
5074,Verona,25
3555,Nord,25
1213,Chiloeches,25
3795,Parlament De Cataluña,25
480,Austral,25
2268,Gobierno Del Principado,25
1360,Concejalía De Igualdad,25
2628,Jefatura Superior De Policía De Madrid,25
4291,Riviera Maya,25
2418,Hierro,25
5242,Zalgiris,25
2785,La Matanza,25
4896,Trasvase Tajo-Segura,25
5264,Zoo Aquarium,25
5144,Virgen De Los Reyes,25
2217,Glushkovo,24
61,A-42,24
2434,Honda Center,24
644,Bami,24
1680,Edad Del Bronce,24
3474,Míchigan,24
3991,Pokrovsk,24
3819,Parque Nacional,24
3145,Mar Regueras,24
4299,Roda De Berà,24
3727,Palacio De Justicia,24
4562,Seminci,24
708,Belém,24
2804,La Pija,24
2036,Festival De Cine Europeo,24
1575,Desarrollo Sostenible,24
1309,Coliseo,24
5082,Viana Do Castelo,24
2252,Gobierno De José María Aznar,24
4538,Sayas,24
4341,Río Grande,24
487,Av. Pino Montano,24
5046,Vanessa,24
2637,Jimena,24
4587,Shifa,24
1363,Concordia,24
3058,Madagascar,24
2644,Joux Plane,24
1099,Catania,24
3901,Picadas,24
144,Aguilar De Campoo,24
3638,Ofrenda De Flores,24
4163,Puy De Dôme,24
267,Almuñécar,24
2045,Festival De Otoño,24
2235,Gobierno De Baleares,24
371,Arco,24
5119,Villar De Cañas,24
759,Bisbal,24
4051,Pregunta,24
4182,Quintanar De La Orden,24
703,Bellea Del Foc,24
779,Bonaire,24
1752,El Molar,24
2311,Gracia,24
643,Baluchistán,24
250,Almadén,24
1813,Empleo,24
3743,Palacio Provincial,24
3950,Plaza Consistorial,24
397,Arona,24
3263,Midnights,24
3267,Milan,24
2910,Leticia,24
4372,Sal,24
1399,Cooperativas Agro-Alimentarias,24
4897,Tremor,24
2826,La Solana,24
4415,San Cristóbal De La Laguna,24
2732,La Coma,24
4239,Reliegos,24
2549,Inmaculada Concepción,23
4312,Roses,23
3900,Piastri,23
2399,Handlová,23
5059,Velá De Santa Ana,23
1681,Edar,23
5230,York,23
2455,Hospital Gómez Ulla De Madrid,23
628,Bajo Aragón,23
3501,Nassr,23
2039,Festival De La Canción De Eurovisión,23
2416,Herrera De La Mancha,23
706,Belmonte,23
3480,Música,23
4909,Trinidad,23
4887,Tourmalet,23
421,Asociación Valenciana De Agricultores,23
2463,Hospital Universitario,23
911,Camas,23
4107,Puebla,23
230,Algete,23
3364,Moncada,23
2868,Laredo,23
3908,Piedras Blancas,23
4139,Puerto De Granadilla,23
1237,Cimic,23
4068,Provincia De A Coruña,23
586,Ayuntamiento De Yecla,23
744,Bezana,23
532,Ayuntamiento De Gandía,23
738,Bershka,23
2330,Grand Colombier,23
188,Alboraya,23
163,Alameda,23
1941,Etihad Arena,23
1075,Castelló De La Plana,23
1990,Fene,23
3767,Palma Del Río,23
278,Alta Costura,23
4984,Universitat Jaume I,23
3776,Panathinaikos,23
3593,Numancia,23
4211,Rcde Stadium,23
1708,El Arcángel,23
4205,Rascafría,23
623,Baja,23
116,Aeropuerto De Madrid-Barajas,23
2299,Gondar,23
2806,La Promesa,23
4519,Santo Domingo De La Calzada,23
4528,Sarabia,23
1478,Cudillero,23
147,Ain,23
1457,Crida,23
155,Ajofrín,23
159,Al-Shifa,23
2866,Larcamón,23
873,Cabo De Palos,23
3426,Movistar Arena,23
1950,Europa Del Este,23
1948,Eurocaja Rural,23
2885,Las Vistillas,23
4816,Territorio,23
3410,Moratalla,23
796,Bosnia,23
291,Amarga Navidad,23
3031,Lviv,23
3156,Mare De Déu,22
4910,Tripadvisor,22
1289,Coachella,22
3962,Plaza De La Virgen,22
3825,Parque Venecia,22
2040,Festival De La Guitarra,22
1523,Dali,22
4432,San Julián,22
2808,La Puebla Del Río,22
2440,Hospital 12 De Octubre,22
2807,La Puebla De Montalbán,22
5236,Zaballa,22
711,Benajarafe,22
2668,Kansas,22
2388,Hacienda Del Cura,22
1297,Cogersa,22
4537,Saxenda,22
3054,Macba,22
1367,Condado De Maui,22
314,Andalucía Trade,22
1982,Farmacia,22
114,Aeropuerto De Ibiza,22
2279,Gobierno Italiano,22
334,Antropoceno,22
2130,Fuente Ymbro,22
2541,Ineos,22
347,Ara Més,22
2625,Jefatura,22
1222,Christiansborg,22
139,Agroseguro,22
1276,Ciutat,22
3608,Núñez Del Cuvillo,22
2995,Los Palacios Y Villafranca,22
693,Begoña Carrasco,22
4691,Sudán Del Sur,22
302,Amics Castelló,22
2283,Gobierno Murciano,22
4764,Taycan,22
2708,L'Horta Sud,22
2951,Llobregat,22
269,Alpedrete,22
4174,Queens,22
4049,Predilect,22
2976,Los Alpes,22
2970,Loreto Arenillas,22
2720,La Bañeza,22
2731,La Colada,22
3903,Picassent,22
4509,Santi,22
2225,Gobierno Balear,22
3629,Océanos,22
3242,Merche,22
2071,Fira De Barcelona,22
168,Alavés,22
415,Asegura,22
5106,Villafranca Del Bierzo,22
81,Academia Sueca,22
2325,Gran Vía De Madrid,22
3657,Onana,22
2322,Gran Teatro,22
715,Bendodo,22
2894,Lecanemab,22
865,Cabezón De La Sal,22
2184,Gelsenkirchen,22
1538,De Santiago,22
4408,San Antón,22
3664,Ontur,22
1493,"Cultura, Turismo Y Deporte",22
2872,Las Fallas,22
235,Alhaurín El Grande,22
868,Cabildo De La Palma,22
2864,Laponia,22
2516,Igualada,22
3866,Pelahustán,22
1394,Constantinopla,22
920,Caminando Juntos,22
1421,Corredor Atlántico,21
5124,Villarroya,21
3971,Plaza Del Pilar,21
4891,Tram,21
572,Ayuntamiento De Teruel,21
1610,Diputación De Ourense,21
1769,El Prat De Llobregat,21
559,Ayuntamiento De Oviedo,21
2590,Islas Vírgenes,21
670,Barrachina,21
1776,El Reventón,21
3351,Miércoles De Ceniza,21
927,Camp David,21
1718,El Canalillo,21
569,Ayuntamiento De Siero,21
4866,Torrecilla,21
4521,Santorini,21
2234,Gobierno De Ayuso,21
380,Arequipa,21
860,C3S,21
2759,La Hoya,21
3834,Paseo De Extremadura,21
3944,Playa Olimpo,21
373,Arde Bogotá,21
99,Adra,21
713,Benasque,21
716,Benetússer,21
5212,Yabalia,21
2493,Hurkacz,21
5168,Vozpópuli,21
73,Abarán,21
5112,Villanueva,21
1164,Centro Nacional De Huracanes,21
1896,Estado De Trabajo,21
937,Campillo,21
940,Campiña,21
1243,Circuit,21
4138,Puerto De Barcelona,21
3714,Pala Alpitour,21
2576,Isla De Mallorca,21
2010,Feria Del Libro De Toledo,21
4960,Ukrinform,21
3457,Museo Nacional Del Prado,21
2250,Gobierno De Israel,21
2251,Gobierno De Italia,21
3193,Matemáticas,21
3504,Nationale-Nederlanden,21
489,Avdivka,21
2254,Gobierno De Kiev,21
4265,Riaño,21
3085,Maica,21
1700,Ehu,21
757,Binyamina,21
614,Bahía De Algeciras,21
1203,Cheste,21
3133,Mar De Alborán,21
3127,Maqueda,21
3751,Palas,21
2989,Los Lobos,21
2421,Hinojal,21
2540,Industria,21
1366,Condado De Los Ángeles,21
5208,Xuntos,21
2470,Hospital Universitario Moncloa,21
5262,Zonas De Bajas Emisiones,21
1529,Dara,21
1686,Educación Especial,21
1280,Civitas Metropolitano,21
2464,Hospital Universitario Central De Asturias,21
3575,Nueva Canarias,21
1755,El Musel,21
505,Ayuntamiento De Alcoy,21
131,Agen,21
3061,Madison Square Garden,21
3569,Nova,21
2387,Hacienda,21
4027,Porticello,21
629,Bakea,21
2263,Gobierno De Nicolás Maduro,21
2977,Los Andes,21
1433,Cos,21
3470,Más,21
465,Audiencia Provincial De Almería,21
1113,Catedral De Valencia,21
2730,La Ciutat,21
4558,Segóbriga,21
2152,Galería,21
3982,"Pm2,5",20
4364,Sahara Occidental,20
4851,Tomares,20
90,Adara,20
4923,Tulsa,20
2319,Gran Manzana,20
3663,Ontiñena,20
5066,Veolia,20
226,Alfares,20
398,Arquitectura,20
3420,Mota,20
4494,Santa Elena,20
377,Arenales Del Sol,20
2358,Guadix,20
1801,Elche De La Sierra,20
2100,Fotogalería I,20
2589,Islas Marshall,20
5104,Villacastín,20
2104,Fraga,20
4087,Provincia De Ituri,20
209,Alcántara,20
1300,Col De La Loze,20
2678,Kentucky,20
296,Amazonía,20
2301,Gordo,20
1844,Esequibo,20
137,Agricultura Y Ganadería,20
1851,Espanya,20
3777,Panem,20
3551,Noelia Arroyo,20
1271,Ciudad Universitaria,20
3885,Pesca De La Unión Europea,20
2141,Fábrica De Armas,20
3875,Perales De Tajuña,20
4194,Rafelbunyol,20
4617,Sines,20
3966,Plaza De Tirso De Molina,20
1989,Femp,20
3992,Pola De Laviana,20
1490,Cultura Y Deportes,20
2960,Loja,20
4596,Sierra De Gredos,20
4316,Rotterdam,20
3169,Marqués De Mirasol,20
698,Bel Pozueta,20
3832,Pascua Militar,20
4967,United Center,20
249,Alma,20
846,Burgas,20
170,Alba Berlín,20
4328,Rusia-África,20
1816,Empresa Municipal Del Suelo,20
3709,Pacma,20
5137,Vinos De Jerez,20
1511,Córcega,20
2624,Jeddah,20
3759,Palau Sant Jordi,20
3139,Mar Egeo,20
3831,Pasadena,20
4971,Universidad De Burgos,20
912,Camavinga,20
681,Baskonia,20
943,Campo De Cartagena,20
2824,La Salita,20
1149,Centro Cultural San Marcos,20
4104,Prtr,20
1547,Del Sur,20
1885,Estado De Derechos Sociales,20
3159,Maresme,20
2103,Fpdgi,19
640,Ballenoil,19
881,Caixaforum+,19
4427,San Isidro Labrador,19
1292,Cobre,19
4446,San Patricio,19
570,Ayuntamiento De Soria,19
1313,Collado Villalba,19
4099,Provincia De Toledo-,19
206,Alcoi,19
2597,Ituri,19
3955,Plaza De Colón,19
659,Barbastro-Monzón,19
4105,Puado,19
1104,Catedral De Burgos,19
3739,Palacio De Vistalegre,19
2601,Izmail,19
2402,Haría,19
107,Aeropuerto De,19
2611,Jandilla,19
859,Bétera,19
3904,Pico Villuercas,19
2896,Leer,19
861,Cabalgata De Los Reyes,19
4515,Santiurde De Toranzo,19
5114,Villanueva De La Cañada,19
2343,Grok,19
4133,Puerto Ayacucho,19
3835,Paseo De Gracia,19
1338,Comisaría Provincial De Alicante,19
2768,La Ley Del Mar,19
956,Can Misses,19
945,Campo De Estrellas,19
4481,Sant Pasqual,19
2035,Festival De Cine De Venecia,19
2869,Larios,19
2847,Lago Ranco,19
878,Cadaqués,19
1141,Centra,19
2816,La Rioja Baja,19
1114,Caudal,19
4546,Sección De Localización De Fugitivos,19
2380,Gwangju,19
992,Caracal,19
2413,Herencia,19
2535,Indian Wells,19
3118,Manipur,19
3773,Pan Bendito,19
4712,Sydney,19
2538,Indias,19
3490,Naiara,19
287,Altura,19
584,Ayuntamiento De Vitoria,19
3151,Maracaná,19
4288,Riudecanyes,19
4345,Río Patapsco,19
2903,Leona,19
4633,Sistán,19
4632,Sistemas Centrales De Loterías,19
804,Bournemouth,19
3610,O Carballiño,19
517,Ayuntamiento De Calahorra,19
1580,Desmayarse,19
3554,Noia,19
2274,Gobierno Frankenstein,19
1204,Chg,19
3543,Nimona,19
4028,Portitxol,19
3808,Parque De El Retiro,19
3020,Luisiana,19
3599,Nutrition,19
2314,Grada Blanquiverde,19
3017,Lugansk,19
5265,Zorras,19
1712,El Barrio,19
2206,Gines,19
3917,Pista Central Del All England Lawn Tennis & Croquet Club,19
2059,Fiestas,19
5287,Ática,18
1541,Deauville,18
4908,Trillo,18
3725,Palacio De Ferias,18
3612,Oaka,18
2499,Ibias,18
1826,Entrenúcleos,18
5238,Zagreb,18
4445,San Pablo,18
1616,Diputación Permanente,18
4017,Ponte,18
924,Camino Limia,18
2666,Kampala,18
1833,Erentrudis De Salzburgo,18
300,Ametller,18
1832,Ercávica,18
4208,Ravensbrück,18
797,Bosnia-Herzegovina,18
4661,Soria Ya,18
3078,Magaluf,18
785,Borkum,18
4465,Sandringham,18
1414,Cornellana,18
319,Anecpla,18
1368,Condis,18
2595,Issoire,18
4006,Polo,18
1054,Casa Salesas,18
867,Cabildo De Gran Canaria,18
1908,Estado Para Iberoamérica,18
1139,Cementerio De La Salud,18
1405,Cordillera De Los Andes,18
1440,Costa Da Morte,18
2669,Kansas City,18
2173,Garde,18
3441,Muros,18
5139,Virgen De La Almudena,18
2703,Kvaratskhelia,18
1229,Cicatriz,18
5163,Vnukovo,18
1020,Carraixet,18
821,Brno,18
2961,Lombardía,18
3492,Nalón,18
1336,Comisaría,18
4766,Tazacorte,18
2940,Liv Golf,18
4517,Santo De San Ladislao De Hungría,18
4142,Puerto De La Luz,18
3981,Plutón,18
277,Alta,18
1508,Cávala,18
2507,Icónica Sevilla Fest,18
1158,Centro Europeo Para La Prevención,18
2029,Festival De Almagro,18
2854,Lai,18
272,Alpiniano De Limoges,18
4188,Qurashi,18
399,Arrakis,18
674,Barrio Esperanza,18
877,Cacereño,18
483,Austricliniano De Limoges,18
3114,Mango Outlet,18
2579,Isla De Samui,18
1247,Circuito Provincial De Btt,18
729,Berenice,18
3695,Ostiano De Viviers,18
4419,San Federico De Utrech,18
4418,San Esteban De Pravia,18
2568,Iryo,18
1734,El Español,18
1788,El Skyfi Castalia,18
651,Banská Bystrica,18
3923,Piura,18
1293,Cocentaina,18
1714,El Burgo De Osma,18
5140,Virgen De La Asunción,18
5003,Utrech,18
4895,Traslado,18
684,Basílides De Alejandría,18
2081,Fluvià Muga,18
887,Calatorao,18
976,Cangas,18
2337,Grau,18
2766,La Laguna Tenerife,18
3435,Mundial,18
3187,Massanassa,18
2898,Lehecka,18
590,Azca,18
3731,Palacio De La Magdalena,18
381,Argamasilla De Calatrava,18
4533,Sassa,18
4574,Sete Cidades,18
2340,Grindavik,18
1169,Centro Tecnológico De La Arcilla Cocida,18
4545,Sebastopol,18
4783,Teatro Pavón,18
3476,Mójacar,18
1101,Cataratas Del Niágara,18
2037,Festival De Cine Europeo De Sevilla,18
1668,Dunkerque,17
3565,Notre Dame,17
4029,Portixol,17
3780,Pantano De San Juan,17
4217,Reale Arena,17
1831,Erbil,17
1296,Cofradías,17
4377,Sala De Vacaciones Del Tribunal Constitucional,17
1365,Condado De Fulton,17
3697,Otero,17
3062,Madri,17
3880,Perte,17
5277,Álora,17
633,Balboa,17
204,Alcañiz,17
4439,San Marino,17
3379,Montecito,17
4096,Provincia De Tarragona,17
430,Asunción Balaguer,17
2303,Goteras,17
4677,St.,17
4672,Spain,17
3581,Nueva Ley,17
3577,Nueva Condomina,17
3029,Luxor,17
3595,Nunca,17
3889,Peñarroya-Pueblonuevo,17
1574,Desarrollo Rural De La Junta De Andalucía,17
1040,Casa De América,17
5289,Ávoris,17
4656,Sonorama,17
331,Antifémina,17
4261,Reykjanes,17
4166,Puçol,17
2221,Gobierno Alemán,17
2230,Gobierno Cubano,17
1339,Comité Federal,17
970,Canal Sur Televisión,17
3667,Operador Del Mercado Ibérico De La Energía,17
342,Apoe4,17
1187,Ceutí,17
2698,Krasnodar,17
4054,Prestige,17
4050,Prefectura De Ishikawa,17
3750,Palamós,17
2086,Fondeadero De Poniente,17
1510,Círculo De Bellas Artes De Madrid,17
4269,Ribagorda,17
485,Auvers,17
491,Avenida De Jerez,17
3507,Nava,17
2835,La Victoria De Acentejo,17
2580,Isla De Santa Elena,17
3403,Monzón,17
3794,Parlament,17
1124,Cañaveruelas,17
2860,Lanjarón,17
2508,Ies,17
2604,Jaca,17
1304,Colegio De Comisarios,17
863,Cabanillas Del Campo,17
3761,Paleolítico,17
815,Brighton,17
261,Almonacid De Toledo,17
4503,Santa Olalla,17
1121,Cañada Real,17
2762,La Isla De Las Tentaciones,17
1937,Eta Acuáridas,17
997,Carazo,17
5190,Wiener Stadthalle,17
4802,Telde,17
2379,Gvardiol,17
3475,Módena,17
2733,La Comunitat Valenciana,17
4586,Shenzhen,17
471,Audiencia Provincial De Pontevedra,17
1135,Celad,17
2740,La Esperanza,17
1761,El Paso,17
2164,Gamonal,17
1944,Etxebarri,17
3650,Olona,17
4334,Ría De Vigo,17
4965,Unanue,17
2054,Festival Sonorama,17
5069,Verano,17
2174,Garena,17
2485,Huelin,17
5214,Yakarta,17
3920,Pitis,17
1521,Dajla,17
645,Banco De Luxemburgo,17
2471,Hospital Universitario San Agustín,17
2457,Hospital Montepríncipe,17
5246,Zandvoort,16
5251,Zarautz,16
5272,Ágora,16
1711,El Bajío,16
2681,Khar,16
4993,Urquinaona,16
4994,Ursaria,16
4892,Transnistria,16
4082,Provincia De Girona,16
2083,Foios,16
686,Baza,16
2567,Irun,16
3359,Molina,16
889,Caldera De Taburiente,16
902,Calle Mayor,16
1787,El Silencio,16
742,Betis,16
2447,Hospital De Bellvitge,16
5076,Vertele,16
1637,Dnipró,16
2175,Garoña,16
3440,Muro De Berlín,16
983,Capi,16
4958,Uimp,16
5197,Wordle,16
5165,Vostochni,16
79,Abukeshek,16
2514,Igorre,16
1342,Compañerx,16
3168,Marqués De Corbera,16
837,Buenos,16
1388,Conselleria De Vivienda,16
4789,Teatro Soho Caixabank,16
4805,Telpark,16
4779,Teatro Defondo,16
4780,Teatro Del Soho Caixabank,16
630,Bakhmut,16
365,Archidiócesis De Toledo,16
4952,Uclés,16
2932,Lilial,16
266,Almuzara,16
4774,Teatro De La Abadía,16
148,Airbnb,16
1127,Cebada Gago,16
4836,Tinto,16
4129,Puerta De Bisagra,16
1799,El Álamo,16
2746,La Finalissima,16
2988,Los Llanos,16
124,Aeropuerto Tenerife Sur,16
2095,Fort Lauderdale,16
4055,Priego De Córdoba,16
279,Alta República,16
2972,Lorica,16
1987,Fecam,16
2041,Festival De La Guitarra De Córdoba,16
4607,Sigma Dos,16
1194,Charleston,16
689,Bañuelos De Bureba,16
4985,Universitat Oberta De Catalunya,16
2756,La Grossa,16
2603,Jabugo,16
1308,Colima,16
4497,Santa Justa,16
2845,Lagartera,16
2506,Icónica,16
2127,Fuente,16
3091,Majorica,16
3541,Nilo Occidental,16
488,Avdiivka,16
3523,Nerea,16
4274,Richter,16
1126,Cccc,16
1901,Estado Hebreo,16
4454,San Roque De Lepe,16
1240,Cincodías,16
5100,Villa Real De Navalcarnero,16
725,Beniel,16
4124,Puente Rainbow,16
216,Aldesa,16
3792,Park Güell,16
4655,Sonora,16
4196,Rajhi,16
54,A-15,16
4216,Real De La Feria,16
3552,Nogaro,16
3553,Nogueras,16
3057,Machu Picchu,16
2651,Jupol,16
113,Aeropuerto De El Prat,16
620,Baix Camp,16
3867,Peloponeso,16
4466,Sanfermines,16
2183,Gaza City,16
2214,Glilot,16
3367,Mondas,16
554,Ayuntamiento De Noblejas,16
4682,Street Style,16
1572,Desarrollo Educativo,16
1582,Despacho Oval,16
3051,Macan,16
3936,Playa De Levante,16
1834,Ereván,16
1837,Es50,16
1185,Cet1,16
790,Borrasca Juan,16
4238,Relaciones Internacionales,16
1965,Fab Morvan,16
3377,Montecarmelo,16
406,Artemis,16
1717,El Campillo,16
638,Baleària,16
4912,Trujillo,16
3343,Miranda De Ebro,16
4417,San Esteban,16
2056,Fgv,15
3352,Moaña,15
4442,San Martín De Valdeiglesias,15
1707,El Alto Tribunal,15
2533,Indexa Capital,15
657,Baratillo,15
1259,Ciudad De Vascos,15
92,Adelaide Cottage,15
3979,Pleno Del Ayuntamiento De Toledo,15
3844,Patera,15
5072,Verificat,15
1305,Colegio De Ingenieros Técnicos Industriales,15
2607,Jalance,15
2602,Iznájar,15
1479,Cuelan,15
1477,Cubarsí,15
5089,Vidrala,15
110,Aeropuerto De Barcelona,15
3374,Monte Cerredo,15
3366,Moncofa,15
4388,Salta,15
2213,Glendale,15
2209,Girkin,15
119,Aeropuerto De Palermo,15
3824,Parque Principado,15
3815,Parque De San Julián,15
3993,Pola De Siero,15
2620,Jartum,15
2616,Jardines De Alfabia,15
1732,El Elche,15
143,Aguilar De Campo,15
5048,Vara,15
5034,Valle De Tobalina,15
2647,Juega,15
1551,Dellacruz,15
4368,Saint-Germain,15
928,Camp De Morvedre,15
3347,Misano,15
1744,El Juli,15
1743,El Jardín De Arturo Soria,15
129,Afp7,15
3784,Parador De Teruel,15
696,Beit Lahia,15
2715,La Almudena,15
688,Baños Del Carmen,15
4048,Praia,15
4036,Posidonia,15
2688,Kissufim,15
1191,Chandler,15
5007,V-16,15
2736,La Corredoria,15
3272,Mina,15
438,Atalaya,15
434,Asuntos Sociales,15
3405,Moraleja,15
3397,Montpellier,15
1889,Estado De Estados Unidos,15
955,Camuñas,15
2385,Gúdula,15
2381,Gánatelo,15
174,Alba Lago,15
2374,Guinea Conakry,15
3752,Palas De Rei,15
2719,La Barceloneta,15
3424,Moulins,15
1623,Diputación Provincial De Soria,15
2755,La Granada,15
2752,La Giralda,15
4074,Provincia De Bilbao,15
2741,La Fageda,15
4901,Tresuvi,15
4899,Tren De La Fresa,15
2821,La Rábida,15
1146,Centre Del Carme Cultura Contemporània,15
548,Ayuntamiento De Marbella,15
1138,Cementerio De La Almudena,15
1803,Eldesmarque,15
2848,Lagos,15
2846,Lago Crawford,15
198,Alcalá Meco,15
3427,Mozambique,15
1134,Cehegín,15
1797,El Villarreal,15
3678,Oriental,15
4781,Teatro Dolby,15
253,Almaraz,15
1110,Catedral De Santa María,15
4169,Qin,15
3642,Oksalud,15
540,Ayuntamiento De Langreo,15
1444,Costa Dorada,15
765,Boca Chica,15
1995,Feria De Agosto,15
4723,Sílvia Orriols,15
4703,Sur De,15
525,Ayuntamiento De Cáceres,15
2987,Los Goya,15
3189,Matadero,15
3183,Massa,15
3444,Museo Británico,15
1878,Estado De Alabama,15
4685,Subdelegación Del Gobierno De España,15
4227,Regragui,15
4709,Suárez Puerta,15
4668,Southwark,15
3021,Luján,15
3571,Novés,15
1052,Casa Real Danesa,15
1984,Faro De Moncloa,15
1424,Corriente Del Golfo,15
1970,Fairmont,15
1047,Casa Decor,15
4314,Rostov Del Don,15
4313,Rostov,15
3466,Myanmar,15
4559,Selae,15
988,Capri,15
2136,Fukushima,15
2129,Fuente Obejuna,15
349,Arabia Saudita,15
4267,Riba-Roja,15
4266,Riba De Saelices,15
1027,Carretería,15
3083,Magyar,15
3082,Magreb,15
4628,Sistema De Vigilancia De Infección Respiratoria Aguda,15
3517,Nca,15
3512,Navamorcuende,15
4624,Sistema De Alerta Rápida Para Alimentos Y Piensos,15
3113,Mandeb,15
3111,Mancomunitat De L’Horta Sud,15
3481,N-332,15
4292,Rivne,15
1012,Carolina Agudo,15
1010,Carne Cruda,15
1009,Carnaval De Torrevieja,15
2246,Gobierno De Feijóo,15
3500,Narváez,15
2149,Galapagar,15
2271,Gobierno Federal,15
5237,Zafra,15
1290,Coaña,15
3328,Ministra De Trabajo,15
1393,Consorcio De Toledo,15
2444,Hospital Clínic De Barcelona,15
1660,Dppi,15
2051,Festival Internacional De La Canción De España,15
2042,Festival De Las Ideas,15
3899,Photogenic,15
2448,Hospital De Berga,15
921,Camino,14
1669,Dunton,14
5227,Yokohama,14
2465,Hospital Universitario De Cuenca,14
3898,Photoespaña,14
1634,Distrito Telefónica,14
1636,Diócesis,14
3874,Peralejos De Las Truchas,14
3498,Narbona,14
818,Bristol,14
4600,Sierra De Tramuntana,14
3148,Mar Torrecilla,14
71,Abanca,14
2517,Igualdad,14
1698,Egilona,14
3878,Periodismo,14
3890,Peñuelas,14
3951,Plaza Consistorial De Pamplona,14
3953,Plaza De Castilla,14
3970,Plaza Del Castillo,14
3852,Patronato,14
2261,Gobierno De Milagros Tolón,14
4611,Silbon,14
4620,Siracusa,14
3126,Mapa,14
336,Anuga,14
1513,Córdoba Patrimonio De La Humanidad,14
2151,Galera,14
94,Adis Zemen,14
671,Barranco De La Muerte,14
